Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
1.26,573.0,3.0,653.1999445343897
1.39,583.0,9.0,1219.7966515848211
2.09,705.0,15.0,4342.937684322529
4.54,1070.0,27.0,27140.00949485198
1.27,585.0,3.0,715.3406472223959
1.39,583.0,9.0,1219.7966515848211
2.09,704.0,15.0,4342.937684322529
2.51,772.0,18.0,7208.698502927139
3.6,919.0,24.0,16502.78620930718
4.54,1070.0,27.0,27140.00949485198
1.28,600.0,3.0,760.5167495810172
1.39,582.0,9.0,1219.7966515848211
2.99,820.0,21.0,10945.308805106837
3.6,918.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.27,596.0,3.0,718.1680806106267
1.39,581.0,9.0,1219.7966515848211
2.09,702.0,15.0,4342.937684322529
2.51,770.0,18.0,7208.698502927139
4.54,1060.0,27.0,27140.00949485198
1.24,580.0,3.0,620.2341656227209
1.39,580.0,9.0,1219.7966515848211
1.66,635.0,12.0,2386.039620401448
2.09,701.0,15.0,4342.937684322529
2.51,769.0,18.0,7208.698502927139
2.98,818.0,21.0,10945.308805106837
3.6,916.0,24.0,16502.78620930718
1.2,548.0,3.0,454.6512888275148
1.32,583.0,6.0,905.3860588135543
1.39,579.0,9.0,1219.7966515848211
1.66,634.0,12.0,2386.039620401448
2.09,700.0,15.0,4342.937684322529
4.53,1060.0,27.0,27140.00949485198
1.39,579.0,9.0,1219.7966515848211
2.09,699.0,15.0,4342.937684322529
2.51,767.0,18.0,7208.698502927139
4.53,1060.0,27.0,27140.00949485198
1.39,578.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.09,698.0,15.0,4342.937684322529
3.6,912.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.66,631.0,12.0,2386.039620401448
2.51,764.0,18.0,7208.698502927139
3.59,911.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
2.51,763.0,18.0,7208.698502927139
2.98,813.0,21.0,10945.308805106837
3.59,910.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.33,594.0,6.0,969.6839884570255
1.66,630.0,12.0,2386.039620401448
2.51,762.0,18.0,7208.698502927139
2.98,812.0,21.0,10945.308805106837
3.59,909.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.17,490.0,3.0,310.8082331951502
1.33,599.0,6.0,992.8061103874463
1.66,629.0,12.0,2386.039620401448
2.09,695.0,15.0,4342.937684322529
2.51,761.0,18.0,7208.698502927139
3.59,908.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.2,509.0,3.0,411.9570446652296
1.39,574.0,9.0,1219.7966515848211
2.09,694.0,15.0,4342.937684322529
3.59,907.0,24.0,16502.78620930718
1.33,600.0,6.0,1001.4769061113542
1.66,627.0,12.0,2386.039620401448
2.51,759.0,18.0,7208.698502927139
3.59,906.0,24.0,16502.78620930718
4.52,1060.0,27.0,27140.00949485198
1.33,600.0,6.0,1002.9220387320055
1.39,572.0,9.0,1219.7966515848211
1.66,626.0,12.0,2386.039620401448
1.33,599.0,6.0,997.0891483718403
1.39,572.0,9.0,1219.7966515848211
2.09,691.0,15.0,4342.937684322529
2.51,757.0,18.0,7208.698502927139
2.98,807.0,21.0,10945.308805106837
3.59,904.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.11,456.0,3.0,89.52701304689954
1.39,571.0,9.0,1219.7966515848211
1.66,625.0,12.0,2386.039620401448
2.98,806.0,21.0,10945.308805106837
1.12,449.0,3.0,118.3500784460347
1.39,570.0,9.0,1219.7966515848211
2.08,689.0,15.0,4342.937684322529
2.51,755.0,18.0,7208.698502927139
2.98,805.0,21.0,10945.308805106837
4.52,1050.0,27.0,27140.00949485198
1.39,569.0,9.0,1219.7966515848211
1.66,623.0,12.0,2386.039620401448
2.51,754.0,18.0,7208.698502927139
3.59,901.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.17,482.0,3.0,299.07962062174835
1.66,622.0,12.0,2386.039620401448
2.51,753.0,18.0,7208.698502927139
3.59,900.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.19,522.0,3.0,367.2731251556707
1.26,536.0,6.0,615.7207441770636
1.39,588.0,9.0,1218.3410469886576
1.67,643.0,12.0,2386.039620401448
2.09,710.0,15.0,4342.937684322529
4.55,1070.0,27.0,27140.00949485198
1.21,548.0,3.0,458.04420889339184
1.26,540.0,6.0,641.9216269080024
1.39,587.0,9.0,1218.3410469886576
2.09,709.0,15.0,4342.937684322529
2.52,778.0,18.0,7208.698502927139
3.6,924.0,24.0,16502.78620930718
4.55,1070.0,27.0,27140.00949485198
1.2,541.0,3.0,426.9424416228529
1.27,547.0,6.0,682.678555600574
1.39,586.0,9.0,1218.3410469886576
2.52,777.0,18.0,7208.698502927139
2.99,826.0,21.0,10945.308805106837
4.55,1070.0,27.0,27140.00949485198
1.39,585.0,9.0,1218.3410469886576
2.52,776.0,18.0,7208.698502927139
3.6,922.0,24.0,16502.78620930718
4.54,1070.0,27.0,27140.00949485198
1.26,576.0,3.0,657.5353423963437
1.28,556.0,6.0,741.8347452676697
1.39,585.0,9.0,1218.3410469886576
1.67,640.0,12.0,2386.039620401448
2.09,706.0,15.0,4342.937684322529
2.52,775.0,18.0,7208.698502927139
2.99,824.0,21.0,10945.308805106837
3.6,921.0,24.0,16502.78620930718
4.54,1070.0,27.0,27140.00949485198
1.24,553.0,3.0,558.952164926696
1.29,561.0,6.0,772.6223532728499
1.67,639.0,12.0,2386.039620401448
2.09,705.0,15.0,4342.937684322529
2.99,823.0,21.0,10945.308805106837
3.6,920.0,24.0,16502.78620930718
4.54,1070.0,27.0,27140.00949485198
1.24,561.0,3.0,601.1646982154308
1.29,564.0,6.0,788.9376911204928
1.66,638.0,12.0,2386.039620401448
2.09,704.0,15.0,4342.937684322529
2.51,773.0,18.0,7208.698502927139
2.99,822.0,21.0,10945.308805106837
1.26,578.0,3.0,683.5477295680672
1.66,637.0,12.0,2386.039620401448
2.09,704.0,15.0,4342.937684322529
1.28,594.0,3.0,750.3275174078741
1.3,570.0,6.0,826.7834106207379
2.09,703.0,15.0,4342.937684322529
2.99,820.0,21.0,10945.308805106837
4.54,1060.0,27.0,27140.00949485198
1.28,599.0,3.0,756.2441835721351
1.32,589.0,6.0,928.6757323521667
1.66,635.0,12.0,2386.039620401448
2.99,819.0,21.0,10945.308805106837
3.6,916.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.26,594.0,3.0,709.6857804459343
1.39,580.0,9.0,1219.7966515848211
1.66,634.0,12.0,2386.039620401448
2.09,701.0,15.0,4342.937684322529
2.51,768.0,18.0,7208.698502927139
3.6,915.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.22,563.0,3.0,536.0394825065144
1.33,593.0,6.0,951.9654058907792
1.66,633.0,12.0,2386.039620401448
2.51,767.0,18.0,7208.698502927139
2.98,817.0,21.0,10945.308805106837
4.53,1060.0,27.0,27140.00949485198
1.33,597.0,6.0,969.6839884570255
1.39,578.0,9.0,1219.7966515848211
1.66,633.0,12.0,2386.039620401448
2.09,699.0,15.0,4342.937684322529
3.6,913.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.15,495.0,3.0,237.14835744398152
1.66,632.0,12.0,2386.039620401448
2.09,698.0,15.0,4342.937684322529
2.51,765.0,18.0,7208.698502927139
3.6,912.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.33,599.0,6.0,984.1353146635386
1.39,577.0,9.0,1219.7966515848211
2.09,697.0,15.0,4342.937684322529
2.98,814.0,21.0,10945.308805106837
3.6,911.0,24.0,16502.78620930718
1.13,468.0,3.0,169.47845168565738
1.33,597.0,6.0,979.7999168015847
1.66,630.0,12.0,2386.039620401448
2.09,696.0,15.0,4342.937684322529
2.51,763.0,18.0,7208.698502927139
3.59,910.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.15,474.0,3.0,218.21502571834702
1.33,598.0,6.0,987.0255799048412
1.39,575.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
2.09,695.0,15.0,4342.937684322529
3.59,909.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.16,480.0,3.0,254.7308043285724
1.33,600.0,6.0,997.1415082494003
1.39,574.0,9.0,1219.7966515848211
2.09,694.0,15.0,4342.937684322529
2.51,761.0,18.0,7208.698502927139
2.98,811.0,21.0,10945.308805106837
1.33,602.0,6.0,1001.3931303072585
1.66,627.0,12.0,2386.039620401448
3.59,907.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
2.09,692.0,15.0,4342.937684322529
3.59,906.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.29,587.0,3.0,810.740344136406
1.33,601.0,6.0,998.5238090169796
1.66,626.0,12.0,2386.039620401448
4.52,1050.0,27.0,27140.00949485198
1.33,599.0,6.0,995.6544877267011
1.39,571.0,9.0,1219.7966515848211
1.66,625.0,12.0,2386.039620401448
2.09,690.0,15.0,4342.937684322529
2.51,757.0,18.0,7208.698502927139
2.98,807.0,21.0,10945.308805106837
3.59,903.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.33,599.0,6.0,987.046523855865
1.39,570.0,9.0,1219.7966515848211
1.66,624.0,12.0,2386.039620401448
2.98,806.0,21.0,10945.308805106837
4.52,1050.0,27.0,27140.00949485198
1.11,445.0,3.0,75.91658647399734
1.39,570.0,9.0,1219.7966515848211
1.66,623.0,12.0,2386.039620401448
2.09,688.0,15.0,4342.937684322529
4.52,1050.0,27.0,27140.00949485198
1.12,451.0,3.0,134.85810064309786
1.32,594.0,6.0,952.7822199807125
1.39,569.0,9.0,1219.7966515848211
2.08,688.0,15.0,4342.937684322529
2.51,753.0,18.0,7208.698502927139
3.59,900.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.31,590.0,6.0,928.5710125970472
2.98,803.0,21.0,10945.308805106837
3.59,899.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.22,544.0,3.0,482.67429529753576
1.28,554.0,6.0,711.7906475238395
1.67,643.0,12.0,2386.039620401448
2.99,827.0,21.0,10945.308805106837
4.55,1070.0,27.0,27140.00949485198
1.19,533.0,3.0,398.77282749566444
1.28,555.0,6.0,730.106132694268
1.39,586.0,9.0,1218.3410469886576
2.09,709.0,15.0,4342.937684322529
2.52,778.0,18.0,7208.698502927139
2.99,826.0,21.0,10945.308805106837
3.61,924.0,24.0,16502.78620930718
4.55,1070.0,27.0,27140.00949485198
1.23,563.0,3.0,542.615883128029
2.09,708.0,15.0,4342.937684322529
2.52,777.0,18.0,7208.698502927139
2.99,825.0,21.0,10945.308805106837
4.55,1070.0,27.0,27140.00949485198
1.23,563.0,3.0,537.2123437638546
1.28,556.0,6.0,740.3686686959946
2.52,776.0,18.0,7208.698502927139
2.99,824.0,21.0,10945.308805106837
1.23,569.0,3.0,568.3141110343936
1.29,565.0,6.0,786.0264819281663
1.67,639.0,12.0,2386.039620401448
2.09,706.0,15.0,4342.937684322529
2.52,774.0,18.0,7208.698502927139
2.99,823.0,21.0,10945.308805106837
4.54,1070.0,27.0,27140.00949485198
1.3,573.0,6.0,831.1502244092276
1.39,583.0,9.0,1218.3410469886576
1.67,638.0,12.0,2386.039620401448
2.09,705.0,15.0,4342.937684322529
2.52,773.0,18.0,7208.698502927139
2.99,822.0,21.0,10945.308805106837
3.6,920.0,24.0,16502.78620930718
1.24,554.0,3.0,570.597001696002
1.31,576.0,6.0,851.5286887555134
1.39,582.0,9.0,1218.3410469886576
2.09,704.0,15.0,4342.937684322529
2.99,821.0,21.0,10945.308805106837
3.6,918.0,24.0,16502.78620930718
1.25,566.0,3.0,631.7323947348596
1.31,579.0,6.0,873.3627576979626
1.66,636.0,12.0,2386.039620401448
2.99,820.0,21.0,10945.308805106837
4.54,1060.0,27.0,27140.00949485198
1.27,584.0,3.0,716.7857798430472
1.32,585.0,6.0,906.8416634097177
1.39,581.0,9.0,1219.7966515848211
1.66,636.0,12.0,2386.039620401448
2.09,702.0,15.0,4342.937684322529
2.99,819.0,21.0,10945.308805106837
3.6,916.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.28,596.0,3.0,754.631499343292
1.39,580.0,9.0,1219.7966515848211
1.66,635.0,12.0,2386.039620401448
4.54,1060.0,27.0,27140.00949485198
1.39,579.0,9.0,1219.7966515848211
2.09,700.0,15.0,4342.937684322529
3.6,914.0,24.0,16502.78620930718
1.33,594.0,6.0,960.6990334677588
1.66,633.0,12.0,2386.039620401448
2.51,767.0,18.0,7208.698502927139
2.99,816.0,21.0,10945.308805106837
3.6,913.0,24.0,16502.78620930718
1.33,599.0,6.0,979.7999168015847
1.39,578.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.51,766.0,18.0,7208.698502927139
2.98,815.0,21.0,10945.308805106837
3.6,912.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
2.09,697.0,15.0,4342.937684322529
2.51,765.0,18.0,7208.698502927139
2.98,814.0,21.0,10945.308805106837
3.6,911.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.14,483.0,3.0,202.16148725850317
1.33,603.0,6.0,1001.4769061113542
1.66,630.0,12.0,2386.039620401448
1.13,470.0,3.0,173.7510176945395
1.66,630.0,12.0,2386.039620401448
2.09,695.0,15.0,4342.937684322529
2.51,762.0,18.0,7208.698502927139
3.6,909.0,24.0,16502.78620930718
1.14,468.0,3.0,182.20190193269602
1.33,603.0,6.0,999.9584696621191
1.39,575.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
4.53,1060.0,27.0,27140.00949485198
1.15,472.0,3.0,213.8796278563931
1.39,574.0,9.0,1219.7966515848211
1.66,628.0,12.0,2386.039620401448
3.59,907.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.39,573.0,9.0,1219.7966515848211
2.09,693.0,15.0,4342.937684322529
2.51,759.0,18.0,7208.698502927139
2.98,809.0,21.0,10945.308805106837
3.59,906.0,24.0,16502.78620930718
1.2,505.0,3.0,395.71501064617036
1.39,572.0,9.0,1219.7966515848211
2.51,758.0,18.0,7208.698502927139
1.33,601.0,6.0,995.6544877267011
1.39,572.0,9.0,1219.7966515848211
1.66,625.0,12.0,2386.039620401448
2.51,757.0,18.0,7208.698502927139
3.59,904.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.32,614.0,3.0,942.2264686646507
1.39,571.0,9.0,1219.7966515848211
1.66,624.0,12.0,2386.039620401448
2.09,690.0,15.0,4342.937684322529
3.59,903.0,24.0,16502.78620930718
1.33,598.0,6.0,989.9158451461437
1.39,570.0,9.0,1219.7966515848211
1.66,624.0,12.0,2386.039620401448
2.09,689.0,15.0,4342.937684322529
2.51,755.0,18.0,7208.698502927139
2.98,805.0,21.0,10945.308805106837
3.59,902.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.12,470.0,3.0,135.0989560798731
1.32,595.0,6.0,957.0547859895946
1.39,569.0,9.0,1219.7966515848211
1.66,623.0,12.0,2386.039620401448
2.09,688.0,15.0,4342.937684322529
3.59,901.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.12,448.0,3.0,118.3500784460347
1.39,568.0,9.0,1219.7966515848211
2.51,753.0,18.0,7208.698502927139
1.14,459.0,3.0,182.08671020206438
1.31,589.0,6.0,927.1468239274197
1.66,621.0,12.0,2386.039620401448
2.09,686.0,15.0,4342.937684322529
2.98,802.0,21.0,10945.308805106837
3.59,899.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.2,539.0,3.0,427.2566008882119
1.32,598.0,6.0,938.8649645253096
1.39,587.0,9.0,1218.3410469886576
1.67,642.0,12.0,2386.039620401448
2.09,709.0,15.0,4342.937684322529
2.52,778.0,18.0,7208.698502927139
3.61,924.0,24.0,16502.78620930718
1.31,578.0,6.0,845.7062703708604
1.39,586.0,9.0,1218.3410469886576
2.99,826.0,21.0,10945.308805106837
4.55,1070.0,27.0,27140.00949485198
1.29,564.0,6.0,781.4188127029012
1.39,585.0,9.0,1218.3410469886576
1.39,584.0,9.0,1218.3410469886576
1.67,640.0,12.0,2386.039620401448
2.52,775.0,18.0,7208.698502927139
2.99,824.0,21.0,10945.308805106837
3.6,921.0,24.0,16502.78620930718
1.25,579.0,3.0,639.4607126626905
1.3,568.0,6.0,806.4049462744521
2.09,705.0,15.0,4342.937684322529
2.52,774.0,18.0,7208.698502927139
2.99,823.0,21.0,10945.308805106837
4.55,1060.0,27.0,27140.00949485198
1.39,583.0,9.0,1218.3410469886576
2.52,773.0,18.0,7208.698502927139
3.6,919.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.26,574.0,3.0,660.4256076376464
1.31,582.0,6.0,886.4631990634318
1.39,582.0,9.0,1218.3410469886576
2.09,703.0,15.0,4342.937684322529
2.99,820.0,21.0,10945.308805106837
3.6,918.0,24.0,16502.78620930718
1.39,581.0,9.0,1218.3410469886576
1.67,636.0,12.0,2386.039620401448
2.09,703.0,15.0,4342.937684322529
2.52,771.0,18.0,7208.698502927139
3.6,917.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.26,570.0,3.0,651.7548119137385
1.39,580.0,9.0,1218.3410469886576
1.66,635.0,12.0,2386.039620401448
2.09,702.0,15.0,4342.937684322529
2.51,770.0,18.0,7208.698502927139
2.99,818.0,21.0,10945.308805106837
1.27,585.0,3.0,728.3468408082575
1.39,580.0,9.0,1219.7966515848211
2.99,817.0,21.0,10945.308805106837
3.6,915.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.27,595.0,3.0,747.6990515543708
1.39,579.0,9.0,1219.7966515848211
1.66,633.0,12.0,2386.039620401448
2.09,700.0,15.0,4342.937684322529
2.99,816.0,21.0,10945.308805106837
3.6,914.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.27,592.0,3.0,713.9269305282804
1.39,578.0,9.0,1219.7966515848211
2.09,699.0,15.0,4342.937684322529
3.6,913.0,24.0,16502.78620930718
1.23,567.0,3.0,565.5076215971867
1.39,577.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.09,698.0,15.0,4342.937684322529
2.51,765.0,18.0,7208.698502927139
3.6,911.0,24.0,16502.78620930718
1.39,577.0,9.0,1219.7966515848211
1.66,631.0,12.0,2386.039620401448
2.09,697.0,15.0,4342.937684322529
2.51,764.0,18.0,7208.698502927139
2.98,813.0,21.0,10945.308805106837
3.6,910.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.17,509.0,3.0,300.2943697811363
1.33,603.0,6.0,1001.4769061113542
1.39,576.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.09,696.0,15.0,4342.937684322529
3.6,909.0,24.0,16502.78620930718
4.53,1060.0,27.0,27140.00949485198
1.33,603.0,6.0,1004.3671713526568
1.66,629.0,12.0,2386.039620401448
3.6,908.0,24.0,16502.78620930718
1.14,469.0,3.0,180.87196104267636
1.39,574.0,9.0,1219.7966515848211
1.66,628.0,12.0,2386.039620401448
2.51,761.0,18.0,7208.698502927139
2.98,810.0,21.0,10945.308805106837
3.6,907.0,24.0,16502.78620930718
1.15,472.0,3.0,206.59113290006476
2.51,760.0,18.0,7208.698502927139
3.59,906.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.33,600.0,6.0,971.2966726858683
1.39,573.0,9.0,1219.7966515848211
1.66,627.0,12.0,2386.039620401448
2.09,692.0,15.0,4342.937684322529
3.59,905.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.17,487.0,3.0,306.4100034801245
1.66,626.0,12.0,2386.039620401448
2.09,691.0,15.0,4342.937684322529
2.98,807.0,21.0,10945.308805106837
1.33,600.0,6.0,987.046523855865
1.39,571.0,9.0,1219.7966515848211
1.66,625.0,12.0,2386.039620401448
2.51,757.0,18.0,7208.698502927139
3.59,903.0,24.0,16502.78620930718
1.26,554.0,3.0,657.0641034983053
1.66,624.0,12.0,2386.039620401448
2.09,689.0,15.0,4342.937684322529
2.51,756.0,18.0,7208.698502927139
2.98,805.0,21.0,10945.308805106837
3.59,902.0,24.0,16502.78620930718
1.32,594.0,6.0,945.6612766325757
1.39,570.0,9.0,1219.7966515848211
2.09,688.0,15.0,4342.937684322529
2.51,754.0,18.0,7208.698502927139
3.59,901.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.21,551.0,3.0,485.1875694204076
2.09,687.0,15.0,4342.937684322529
2.51,753.0,18.0,7208.698502927139
3.59,900.0,24.0,16502.78620930718
1.31,588.0,6.0,917.1775032400282
1.39,568.0,9.0,1219.7966515848211
2.51,752.0,18.0,7208.698502927139
3.59,899.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.31,586.0,6.0,912.9049372311462
1.39,567.0,9.0,1219.7966515848211
1.66,621.0,12.0,2386.039620401448
2.09,686.0,15.0,4342.937684322529
2.51,751.0,18.0,7208.698502927139
2.98,801.0,21.0,10945.308805106837
4.52,1050.0,27.0,27140.00949485198
1.22,552.0,3.0,489.9209023518163
1.34,618.0,6.0,1005.6971122426766
2.09,709.0,15.0,4342.937684322529
2.52,778.0,18.0,7208.698502927139
1.24,569.0,3.0,591.0801857974076
1.34,615.0,6.0,1008.7025692146108
1.39,586.0,9.0,1218.3410469886576
1.67,641.0,12.0,2386.039620401448
2.09,708.0,15.0,4342.937684322529
2.52,777.0,18.0,7208.698502927139
4.55,1070.0,27.0,27140.00949485198
1.33,600.0,6.0,956.332219679269
1.39,585.0,9.0,1218.3410469886576
1.67,640.0,12.0,2386.039620401448
2.09,707.0,15.0,4342.937684322529
2.99,824.0,21.0,10945.308805106837
3.61,921.0,24.0,16502.78620930718
4.55,1070.0,27.0,27140.00949485198
1.32,591.0,6.0,921.3977093713504
1.39,584.0,9.0,1218.3410469886576
1.67,639.0,12.0,2386.039620401448
2.99,823.0,21.0,10945.308805106837
3.61,920.0,24.0,16502.78620930718
4.55,1060.0,27.0,27140.00949485198
1.25,575.0,3.0,641.2933083772845
1.31,574.0,6.0,839.8838519862073
1.67,638.0,12.0,2386.039620401448
2.09,705.0,15.0,4342.937684322529
2.52,773.0,18.0,7208.698502927139
2.99,822.0,21.0,10945.308805106837
3.6,919.0,24.0,16502.78620930718
4.55,1060.0,27.0,27140.00949485198
1.32,584.0,6.0,895.1968266404115
2.09,704.0,15.0,4342.937684322529
2.52,772.0,18.0,7208.698502927139
2.99,821.0,21.0,10945.308805106837
3.6,918.0,24.0,16502.78620930718
4.55,1060.0,27.0,27140.00949485198
1.39,582.0,9.0,1218.3410469886576
1.67,636.0,12.0,2386.039620401448
2.09,703.0,15.0,4342.937684322529
3.6,917.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.26,573.0,3.0,661.8707402582976
1.32,592.0,6.0,941.7761737176363
1.39,581.0,9.0,1218.3410469886576
1.67,636.0,12.0,2386.039620401448
2.09,702.0,15.0,4342.937684322529
2.52,770.0,18.0,7208.698502927139
2.99,819.0,21.0,10945.308805106837
3.6,916.0,24.0,16502.78620930718
1.25,559.0,3.0,604.0759074077573
1.39,580.0,9.0,1218.3410469886576
2.09,701.0,15.0,4342.937684322529
3.6,915.0,24.0,16502.78620930718
1.33,597.0,6.0,970.8882656409015
1.39,579.0,9.0,1218.3410469886576
2.09,700.0,15.0,4342.937684322529
2.51,768.0,18.0,7208.698502927139
2.99,817.0,21.0,10945.308805106837
3.6,914.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.33,605.0,6.0,1001.4769061113542
1.39,578.0,9.0,1218.3410469886576
1.66,633.0,12.0,2386.039620401448
2.09,699.0,15.0,4342.937684322529
2.51,767.0,18.0,7208.698502927139
2.99,816.0,21.0,10945.308805106837
3.6,913.0,24.0,16502.78620930718
1.33,601.0,6.0,988.4707125254924
1.39,578.0,9.0,1219.7966515848211
2.09,698.0,15.0,4342.937684322529
2.51,766.0,18.0,7208.698502927139
2.99,815.0,21.0,10945.308805106837
3.6,912.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.33,604.0,6.0,1002.9220387320055
1.39,577.0,9.0,1219.7966515848211
1.66,631.0,12.0,2386.039620401448
2.09,697.0,15.0,4342.937684322529
2.51,765.0,18.0,7208.698502927139
2.99,814.0,21.0,10945.308805106837
3.6,911.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.22,556.0,3.0,516.3940564460662
1.33,604.0,6.0,1004.3671713526568
2.09,696.0,15.0,4342.937684322529
2.99,813.0,21.0,10945.308805106837
4.54,1060.0,27.0,27140.00949485198
1.39,575.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.51,763.0,18.0,7208.698502927139
3.6,909.0,24.0,16502.78620930718
4.54,1060.0,27.0,27140.00949485198
1.15,485.0,3.0,217.71237089377266
1.39,575.0,9.0,1219.7966515848211
2.09,694.0,15.0,4342.937684322529
2.51,761.0,18.0,7208.698502927139
2.98,811.0,21.0,10945.308805106837
4.53,1050.0,27.0,27140.00949485198
1.33,604.0,6.0,998.5238090169796
1.66,628.0,12.0,2386.039620401448
2.98,810.0,21.0,10945.308805106837
4.53,1050.0,27.0,27140.00949485198
1.66,627.0,12.0,2386.039620401448
2.51,759.0,18.0,7208.698502927139
4.53,1050.0,27.0,27140.00949485198
1.33,600.0,6.0,974.1450500251232
1.39,572.0,9.0,1219.7966515848211
1.66,626.0,12.0,2386.039620401448
3.59,905.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.17,483.0,3.0,283.8428962518378
1.32,597.0,6.0,957.0547859895946
1.39,571.0,9.0,1219.7966515848211
1.66,625.0,12.0,2386.039620401448
2.98,807.0,21.0,10945.308805106837
4.53,1050.0,27.0,27140.00949485198
1.32,596.0,6.0,952.7822199807125
1.66,624.0,12.0,2386.039620401448
2.51,756.0,18.0,7208.698502927139
2.98,806.0,21.0,10945.308805106837
3.59,903.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.22,520.0,3.0,482.83137493021536
1.32,592.0,6.0,934.2677672755567
1.66,624.0,12.0,2386.039620401448
2.09,689.0,15.0,4342.937684322529
2.51,755.0,18.0,7208.698502927139
3.59,902.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.28,576.0,3.0,768.2241235578242
1.32,592.0,6.0,938.5403332844388
1.39,569.0,9.0,1219.7966515848211
2.09,688.0,15.0,4342.937684322529
2.51,754.0,18.0,7208.698502927139
3.59,900.0,24.0,16502.78620930718
4.53,1050.0,27.0,27140.00949485198
1.31,586.0,6.0,893.4689506809372
1.39,568.0,9.0,1219.7966515848211
1.66,622.0,12.0,2386.039620401448
2.09,687.0,15.0,4342.937684322529
2.98,803.0,21.0,10945.308805106837
3.59,899.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.31,583.0,6.0,879.3317837397832
2.09,686.0,15.0,4342.937684322529
2.98,802.0,21.0,10945.308805106837
1.11,442.0,3.0,82.27831159751669
1.31,584.0,6.0,890.6415172927065
2.09,685.0,15.0,4342.937684322529
3.59,897.0,24.0,16502.78620930718
4.52,1050.0,27.0,27140.00949485198
1.22,546.0,3.0,497.1256215040488
1.28,579.0,6.0,736.7034772668065
1.67,641.0,12.0,2386.039620401448
2.09,708.0,15.0,4342.937684322529
2.52,777.0,18.0,7208.698502927139
2.99,825.0,21.0,10945.308805106837
